Time;Step;File;Log;Visa;Plate
20170927_16:23:12;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170927_16:34:10;SA_in_X;Emergency stop; LOG;;test
20170927_16:49:58;Connection;NA;Board disconnection;;test
20170929_11:11:04;Connection;NA;Board connection;;test
20170929_11:11:23;SA_prep;gcode/Method.gcode;gcode/Method.gcode;;test
20170929_11:19:07;SA_prep;Emergency stop; LOG;;test
20170929_11:19:44;Connection;NA;Board disconnection;;test
20171124_10:42:21;Connection;NA;Board connection;;test
20171124_10:44:11;Deriv_2;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_10:45:07;Deriv_2;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_10:46:11;Deriv_2;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_10:46:29;Deriv_2;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_10:46:56;Deriv_2;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_10:48:54;Deriv_2;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_10:50:04;Connection;NA;Board connection;;test
20171124_10:50:40;Deriv_single_nozzle;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_10:50:48;Deriv_single_nozzle;Emergency stop; LOG;;test
20171124_10:51:57;Connection;NA;Board connection;;test
20171124_10:52:27;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_10:53:02;Dev_in_X;Emergency stop; LOG;;test
20171124_10:56:11;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_10:56:25;Dev_in_X;Emergency stop; LOG;;test
20171124_11:08:09;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_11:14:24;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_11:15:49;Dev_in_X;Emergency stop; LOG;;test
20171124_11:17:53;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_11:20:44;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_11:25:52;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_11:26:52;Dev_in_X;Emergency stop; LOG;;test
20171124_11:28:51;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_11:29:11;Dev_in_X;Emergency stop; LOG;;test
20171124_11:32:44;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_11:34:26;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_11:35:12;Dev_in_X;Emergency stop; LOG;;test
20171124_11:37:27;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_11:38:26;Dev_in_X;Emergency stop; LOG;;test
20171124_11:41:37;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20171124_11:42:09;Dev_in_X;Emergency stop; LOG;;test
20171213_15:07:02;Connection;NA;Board connection;;test
20171213_15:19:34;Connection;NA;Board disconnection;;test
20171215_10:40:43;Connection;NA;Board connection;;test
20171215_10:46:36;Connection;NA;Board disconnection;;test
20180115_14:31:11;Connection;NA;Board connection;;test
20180115_14:35:30;Connection;NA;Board disconnection;;test
20180115_14:36:21;Connection;NA;Board connection;;test
20180115_14:38:57;Connection;NA;Board disconnection;;test
20180115_14:40:07;Connection;NA;Board connection;;test
20180115_14:48:58;Connection;NA;Board disconnection;;test
20180115_14:49:22;Connection;NA;Board connection;;test
20180123_09:27:37;Connection;NA;Board connection;;test
20180123_09:27:49;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20180123_09:28:30;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20180123_09:38:38;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20180123_09:49:05;Connection;NA;Board disconnection;;test
20180123_10:28:33;Connection;NA;Board connection;;test
20180123_10:29:38;Connection;NA;Board connection;;test
20180123_10:30:12;Connection;NA;Board connection;;test
20180123_10:30:13;Connection;NA;Board disconnection;;test
20180123_10:38:46;Connection;NA;Board connection;;test
20180123_10:39:17;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20180123_10:39:50;Connection;NA;Board disconnection;;test
20180123_12:00:14;Connection;NA;Board connection;;test
20180123_12:00:16;Connection;NA;Board disconnection;;test
20180123_12:02:29;Connection;NA;Board connection;;test
20180123_12:03:39;Connection;NA;Board connection;;test
20180123_12:06:19;Connection;NA;Board connection;;test
20180123_12:42:23;Connection;NA;Board connection;;test
20180123_12:42:39;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20180123_12:46:13;Connection;NA;Board connection;;test
20180123_12:46:25;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20180123_13:06:01;Connection;NA;Board connection;;test
20180123_13:06:11;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20180123_13:07:18;Connection;NA;Board disconnection;;test
20180123_14:15:10;Connection;NA;Board connection;;test
20180123_14:17:06;Connection;NA;Board connection;;test
20180123_14:17:20;Connection;NA;Board disconnection;;test
20180123_14:17:22;Connection;NA;Board connection;;test
20180124_14:13:03;Connection;NA;Board connection;;test
20180124_16:45:15;Connection;NA;Board connection;;test
20180124_16:45:26;Connection;NA;Board disconnection;;test
20180124_16:57:51;Connection;NA;Board connection;;test
20180124_16:58:03;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20180124_16:58:18;Connection;NA;Board disconnection;;test
20180124_16:58:22;Connection;NA;Board connection;;test
20180124_16:58:35;Connection;NA;Board connection;;test
20180124_16:58:48;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20180124_16:59:25;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20180124_17:01:23;Connection;NA;Board disconnection;;test
20180124_17:01:27;Connection;NA;Board connection;;test
20180124_17:01:31;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20180124_17:01:32;LP_2;Emergency stop; LOG;;test
20180124_17:01:37;Connection;NA;Board disconnection;;test
20180124_17:09:02;Connection;NA;Board connection;;test
20180124_17:09:11;Connection;NA;Board disconnection;;test
20180124_17:09:14;Connection;NA;Board connection;;test
20180124_17:10:04;Connection;NA;Board disconnection;;test
20180124_17:10:08;Connection;NA;Board connection;;test
20180124_17:11:15;Connection;NA;Board connection;;test
20180124_17:12:19;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20180124_17:12:25;LP_2;Emergency stop; LOG;;test
20180124_17:12:31;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20180129_10:35:06;Connection;NA;Board connection;;test
20180129_10:35:32;Connection;NA;Board disconnection;;test
20180129_10:35:33;Connection;NA;Board connection;;test
20180129_10:35:38;Connection;NA;Board disconnection;;test
20180129_10:35:59;Connection;NA;Board connection;;test
20180129_10:37:29;Connection;NA;Board disconnection;;test
20180129_10:37:33;Connection;NA;Board connection;;test
20180129_12:19:14;Connection;NA;Board connection;;test
20180129_12:19:34;Connection;NA;Board disconnection;;test
20180129_12:19:53;Connection;NA;Board connection;;test
20180129_12:19:55;Connection;NA;Board disconnection;;test
20180129_12:19:56;Connection;NA;Board connection;;test
20180129_12:20:04;Connection;NA;Board disconnection;;test
20180129_12:20:11;Connection;NA;Board connection;;test
20180129_12:20:27;Connection;NA;Board disconnection;;test
20180129_12:21:29;Connection;NA;Board connection;;test
20180129_12:23:32;Connection;NA;Board connection;;test
20180129_12:24:20;Connection;NA;Board disconnection;;test
20180129_12:24:23;Connection;NA;Board connection;;test
20180129_12:25:05;Connection;NA;Board connection;;test
20180129_12:26:24;Connection;NA;Board connection;;test
20180129_12:26:31;Connection;NA;Board disconnection;;test
20180129_12:29:41;Connection;NA;Board connection;;test
20180129_12:30:00;Connection;NA;Board disconnection;;test
20180129_12:30:22;Connection;NA;Board connection;;test
20180129_12:32:00;Connection;NA;Board connection;;test
20180129_12:32:33;Connection;NA;Board connection;;test
20180129_12:33:26;Connection;NA;Board connection;;test
20180129_12:33:43;Connection;NA;Board disconnection;;test
20180129_12:33:52;Connection;NA;Board connection;;test
20180129_12:34:03;Connection;NA;Board disconnection;;test
20180129_12:34:32;Connection;NA;Board connection;;test
20180129_12:35:04;Connection;NA;Board disconnection;;test
20180129_12:35:06;Connection;NA;Board connection;;test
20180129_12:36:36;Connection;NA;Board disconnection;;test
20180129_12:36:42;Connection;NA;Board connection;;test
20180129_15:20:38;Connection;NA;Board connection;;test
20180129_15:22:37;Connection;NA;Board connection;;test
20180129_15:23:34;Connection;NA;Board connection;;test
20180129_15:26:07;Connection;NA;Board connection;;test
20180129_15:26:19;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180129_15:26:57;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180129_15:29:47;Connection;NA;Board connection;;test
20180129_15:30:02;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180129_15:30:45;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180129_15:35:42;Connection;NA;Board disconnection;;test
20180129_15:35:46;Connection;NA;Board connection;;test
20180129_15:35:57;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180129_15:40:28;Connection;NA;Board connection;;test
20180129_15:40:43;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180129_15:41:25;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180129_16:41:16;Connection;NA;Board disconnection;;test
20180129_17:23:52;Connection;NA;Board connection;;test
20180129_17:24:23;Connection;NA;Board connection;;test
20180129_17:24:41;Connection;NA;Board disconnection;;test
20180129_17:27:51;Connection;NA;Board connection;;test
20180129_17:28:11;Connection;NA;Board connection;;test
20180129_17:29:23;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180129_17:38:56;Connection;NA;Board disconnection;;test
20180129_17:44:44;Connection;NA;Board connection;;test
20180129_17:46:25;Connection;NA;Board disconnection;;test
20180130_10:05:32;Connection;NA;Board connection;;test
20180130_10:07:21;Connection;NA;Board disconnection;;test
20180130_10:08:33;Connection;NA;Board connection;;test
20180130_10:09:41;Connection;NA;Board disconnection;;test
20180130_10:16:38;Connection;NA;Board connection;;test
20180130_10:17:54;Connection;NA;Board disconnection;;test
20180130_10:18:02;Connection;NA;Board connection;;test
20180130_10:18:21;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180130_10:26:21;Connection;NA;Board disconnection;;test
20180130_10:35:06;Connection;NA;Board connection;;test
20180130_10:35:20;Connection;NA;Board disconnection;;test
20180130_10:35:36;Connection;NA;Board connection;;test
20180130_10:35:50;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180130_10:36:37;Connection;NA;Board connection;;test
20180130_10:36:48;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180130_10:38:31;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180130_10:39:12;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180130_12:03:35;Connection;NA;Board connection;;test
20180130_12:03:45;Connection;NA;Board disconnection;;test
20180130_12:04:16;Connection;NA;Board connection;;test
20180130_12:04:37;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180130_12:04:58;Connection;NA;Board connection;;test
20180130_12:05:11;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180130_12:06:01;Connection;NA;Board disconnection;;test
20180130_12:06:29;Connection;NA;Board connection;;test
20180130_12:07:01;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180130_12:14:43;Connection;NA;Board connection;;test
20180130_12:14:52;Connection;NA;Board disconnection;;test
20180130_12:15:02;Connection;NA;Board connection;;test
20180131_09:01:20;Connection;NA;Board connection;;test
20180131_09:04:05;Connection;NA;Board disconnection;;test
20180131_09:04:11;Connection;NA;Board connection;;test
20180131_09:06:06;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_09:10:38;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_09:37:49;Connection;NA;Board disconnection;;test
20180131_11:22:33;Connection;NA;Board connection;;test
20180131_11:31:41;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_11:32:12;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_11:32:51;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_11:33:27;Connection;NA;Board disconnection;;test
20180131_11:33:36;Connection;NA;Board connection;;test
20180131_11:33:49;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_11:36:39;Connection;NA;Board disconnection;;test
20180131_11:36:53;Connection;NA;Board connection;;test
20180131_12:20:38;Connection;NA;Board connection;;test
20180131_12:20:57;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_12:21:56;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_12:22:17;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_12:22:38;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_12:23:02;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_12:24:07;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_12:24:23;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_12:24:52;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_12:25:11;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_12:25:30;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_12:26:48;Connection;NA;Board connection;;test
20180131_12:27:07;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_12:56:57;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_12:58:47;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_12:59:35;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_13:01:03;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_13:04:43;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_13:05:49;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_13:09:12;Connection;NA;Board disconnection;;test
20180131_13:10:03;Connection;NA;Board connection;;test
20180131_13:17:13;Connection;NA;Board connection;;test
20180131_13:17:31;Connection;NA;Board disconnection;;test
20180131_13:20:15;Connection;NA;Board connection;;test
20180131_13:21:18;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_13:22:20;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_13:49:45;Connection;NA;Board disconnection;;test
20180131_13:59:37;Connection;NA;Board connection;;test
20180131_14:22:39;Connection;NA;Board connection;;test
20180131_14:38:36;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_14:40:13;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_15:01:46;Connection;NA;Board disconnection;;test
20180131_15:01:50;Connection;NA;Board connection;;test
20180131_15:06:53;Connection;NA;Board connection;;test
20180131_15:15:10;Connection;NA;Board disconnection;;test
20180131_15:15:16;Connection;NA;Board connection;;test
20180131_15:15:39;Connection;NA;Board connection;;test
20180131_15:16:35;Connection;NA;Board connection;;test
20180131_15:17:05;Connection;NA;Board disconnection;;test
20180131_15:17:05;Connection;NA;Board connection;;test
20180131_15:26:31;Connection;NA;Board disconnection;;test
20180131_15:26:44;Connection;NA;Board connection;;test
20180131_15:26:45;Connection;NA;Board disconnection;;test
20180131_15:26:48;Connection;NA;Board connection;;test
20180131_15:29:36;Connection;NA;Board disconnection;;test
20180131_15:29:44;Connection;NA;Board connection;;test
20180131_15:30:54;Connection;NA;Board disconnection;;test
20180131_15:31:21;Connection;NA;Board connection;;test
20180131_15:34:04;Connection;NA;Board disconnection;;test
20180131_15:34:09;Connection;NA;Board connection;;test
20180131_15:47:46;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_15:51:50;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_15:56:08;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_15:58:49;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180131_16:03:14;Connection;NA;Board disconnection;;test
20180131_16:11:11;Connection;NA;Board connection;;test
20180131_16:12:21;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180201_10:40:18;Connection;NA;Board connection;;test
20180201_10:40:31;Connection;NA;Board disconnection;;test
20180201_11:10:15;Connection;NA;Board connection;;test
20180201_11:12:28;Connection;NA;Board connection;;test
20180201_11:13:36;Connection;NA;Board connection;;test
20180201_11:32:20;Connection;NA;Board connection;;test
20180201_11:32:44;Connection;NA;Board disconnection;;test
20180201_11:32:46;Connection;NA;Board connection;;test
20180201_11:34:16;Connection;NA;Board connection;;test
20180201_11:37:27;Connection;NA;Board connection;;test
20180201_11:38:00;Connection;NA;Board disconnection;;test
20180201_12:01:01;Connection;NA;Board connection;;test
20180201_12:01:05;Connection;NA;Board disconnection;;test
20180201_12:01:22;Connection;NA;Board connection;;test
20180201_12:01:44;Connection;NA;Board connection;;test
20180201_12:01:56;Connection;NA;Board disconnection;;test
20180201_12:02:03;Connection;NA;Board connection;;test
20180201_12:02:10;Connection;NA;Board disconnection;;test
20180204_19:13:24;Connection;NA;Sign out;;test
20180204_19:13:26;Connection;NA;Connection attempt;admin;test
20180204_19:13:30;Connection;NA;Sign in;admin;test
20180204_19:13:34;Connection;NA;Sign out;admin;test
20180204_19:14:42;Connection;NA;Sign in;admin;test
20180204_19:14:44;Connection;NA;Sign out;admin;test
20180204_19:16:09;Connection;NA;Sign in;admin;test
20180204_19:16:12;Connection;NA;Sign out;admin;test
20180204_19:16:17;Connection;NA;Sign in;df;test
20180205_09:29:17;Connection;NA;Sign in;admin;test
20180205_09:47:21;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180205_12:30:07;Connection;NA;Connection attempt;admin;test
20180205_12:30:11;Connection;NA;Connection attempt;admin;test
20180205_12:30:30;Connection;NA;Sign in;admin;test
20180205_12:30:33;Connection;NA;Board connection;admin;test
20180205_12:31:05;Connection;NA;Board disconnection;admin;test
20180205_12:36:26;Connection;NA;Board connection;admin;test
20180205_12:36:29;Connection;NA;Board disconnection;admin;test
20180205_12:36:31;Connection;NA;Board connection;admin;test
20180205_12:36:41;Connection;NA;Sign in;admin;test
20180205_12:37:43;Connection;NA;Board connection;;test
20180205_12:49:13;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180205_12:52:27;Connection;NA;Board connection;;test
20180205_12:54:27;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180205_12:58:20;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180205_13:02:44;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180205_13:17:41;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180205_13:23:42;Connection;NA;Board disconnection;;test
20180205_15:12:02;Connection;NA;Board connection;;test
20180205_17:20:12;Connection;NA;Board connection;;test
20180205_17:22:34;Connection;NA;Board connection;;test
20180205_17:25:48;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
20180205_18:30:40;Connection;NA;Board connection;;test
20180205_18:30:55;TLC_MS;gcode/Method.gcode;gcode/Method.gcode;;test
